domain_1	domain_2
PF00085	PF02943
PF01765	PF01765
PF13538	PF18335
PF00566	PF00786
PF16781	PF16781
PF03742	PF08041
PF00250	PF01214
PF08217	PF08217
PF01749	PF02800
PF04212	PF04212
PF00237	PF01198
PF08540	PF08540
PF00175	PF00667
PF07522	PF12706
PF00227	PF18055
PF00071	PF00382
PF01210	PF02732
PF01227	PF06399
PF03472	PF09228
PF01198	PF01780
PF13530	PF17668
PF00022	PF02205
PF07072	PF07072
PF00420	PF04066
PF00528	PF00528
PF00303	PF00382
PF00018	PF00435
PF03144	PF07541
PF01926	PF08438
PF05538	PF05538
PF02784	PF02784
PF01257	PF13459
PF01773	PF07670
PF03370	PF03370
PF04413	PF04413
PF13086	PF18141
PF09336	PF09336
PF16673	PF16673
PF00827	PF01200
PF00075	PF06817
PF00416	PF01090
PF00288	PF00391
PF02779	PF02817
PF00949	PF02832
PF13802	PF13802
PF00665	PF07686
PF00627	PF01399
PF01253	PF01472
PF09043	PF16552
PF01462	PF01462
PF13155	PF13155
PF00468	PF00829
PF00012	PF00285
PF04561	PF04983
PF02565	PF11967
PF01472	PF04925
PF00515	PF03839
PF10431	PF10431
PF00102	PF00571
PF12199	PF12199
PF02876	PF02876
PF02747	PF11976
PF00628	PF00856
PF02868	PF02868
PF00372	PF03722
PF01039	PF02785
PF00006	PF00401
PF09518	PF09518
PF00560	PF13516
PF00416	PF17067
PF02981	PF16902
PF01472	PF08068
PF08003	PF08003
PF01433	PF17900
PF01058	PF05071
PF02136	PF09150
PF04257	PF13604
PF00456	PF02780
PF00633	PF01336
PF00254	PF05698
PF05269	PF05269
PF00106	PF00109
PF00036	PF00443
PF00109	PF08990
PF10386	PF10386
PF01065	PF02993
PF00076	PF02136
PF18574	PF18574
PF03660	PF07189
PF00240	PF16546
PF04560	PF04561
PF00001	PF00631
PF05670	PF05833
PF02481	PF18255
PF02455	PF03678
PF00505	PF06068
PF00056	PF02374
PF02384	PF18135
PF00673	PF01197
PF01409	PF03147
PF00890	PF13534
PF00833	PF01251
PF11260	PF11260
PF01292	PF13247
PF00069	PF00788
PF02318	PF02318
PF05833	PF09239
PF00076	PF16852
PF00071	PF07487
PF12796	PF14843
PF03776	PF03776
PF00021	PF01477
PF00309	PF04997
PF01423	PF05026
PF00016	PF02788
PF00995	PF02071
PF09325	PF09325
PF01512	PF04800
PF09733	PF18264
PF01571	PF16350
PF08241	PF08241
PF15401	PF15401
PF00560	PF00625
PF05729	PF05729
PF02915	PF02915
PF00108	PF00108
PF02599	PF02599
PF01066	PF02353
PF04560	PF05327
PF00270	PF17911
PF00069	PF04180
PF00297	PF00673
PF01729	PF01749
PF05076	PF05076
PF00750	PF03485
PF02798	PF02798
PF00318	PF01283
PF01813	PF03931
PF01151	PF02714
PF00586	PF02700
PF01008	PF02782
PF08079	PF14374
PF04539	PF13581
PF08945	PF11099
PF03091	PF03091
PF00397	PF04992
PF11522	PF13833
PF02351	PF17756
PF12153	PF12153
PF00125	PF01031
PF02613	PF02613
PF04960	PF12796
PF05896	PF11973
PF01417	PF07651
PF02883	PF03127
PF00829	PF00830
PF00583	PF01210
PF00209	PF07654
PF00069	PF00806
PF01015	PF01907
PF03829	PF03829
PF00300	PF00432
PF05497	PF05497
PF00169	PF01412
PF18509	PF18509
PF02921	PF09796
PF00400	PF00428
PF01015	PF01667
PF01640	PF13734
PF00116	PF02936
PF00071	PF06456
PF01423	PF02769
PF00071	PF09632
PF00400	PF01412
PF09211	PF09211
PF00813	PF00813
PF04131	PF04131
PF00873	PF10766
PF03334	PF04039
PF00453	PF00830
PF01008	PF03144
PF00091	PF00836
PF00071	PF00788
PF02022	PF02914
PF04563	PF04565
PF00297	PF01912
PF00149	PF12320
PF00107	PF00107
PF00069	PF01200
PF06715	PF06715
PF13883	PF13883
PF00271	PF01006
PF16203	PF18307
PF00168	PF09279
PF00041	PF00049
PF12850	PF12850
PF05257	PF05257
PF00575	PF06093
PF01344	PF01344
PF00069	PF13499
PF03036	PF03036
PF03870	PF04997
PF00128	PF09071
PF06833	PF16957
PF01076	PF01076
PF05625	PF10483
PF00156	PF01992
PF00533	PF01653
PF02351	PF17812
PF01600	PF01600
PF00024	PF00069
PF00231	PF00401
PF01159	PF03947
PF05946	PF05946
PF02383	PF05719
PF10637	PF10637
PF08286	PF18077
PF13416	PF16984
PF00149	PF00562
PF12107	PF12107
PF00069	PF01590
PF00125	PF05669
PF11829	PF11829
PF00009	PF00347
PF00607	PF00607
PF01269	PF01798
PF12838	PF13486
PF00404	PF01373
PF00009	PF15538
PF03485	PF03485
PF00704	PF01476
PF18422	PF18422
PF04962	PF04962
PF00271	PF01336
PF03742	PF05115
PF00071	PF00806
PF01298	PF01298
PF01358	PF01358
PF00125	PF04769
PF02959	PF05247
PF00930	PF09408
PF00169	PF01852
PF00501	PF00668
PF00503	PF04868
PF13432	PF13844
PF00137	PF01992
PF00005	PF03459
PF02222	PF02222
PF00069	PF00785
PF05159	PF05159
PF00890	PF07992
PF00821	PF00821
PF00008	PF00084
PF01025	PF01025
PF02861	PF02861
PF18035	PF18035
PF00636	PF17895
PF03009	PF16387
PF07836	PF09290
PF00252	PF01084
PF15403	PF18669
PF00756	PF00923
PF01016	PF01305
PF00096	PF18366
PF00685	PF00685
PF02980	PF16902
PF00759	PF00942
PF01058	PF10588
PF00593	PF12771
PF01483	PF18492
PF01752	PF08453
PF00595	PF03940
PF02483	PF06470
PF03099	PF03099
PF06545	PF06545
PF00089	PF01835
PF00253	PF00338
PF00115	PF06481
PF07679	PF07686
PF00959	PF01183
PF01680	PF05690
PF05873	PF05873
PF04864	PF04864
PF02457	PF02457
PF13416	PF17708
PF00249	PF00628
PF02374	PF07565
PF02580	PF02580
PF00982	PF01423
PF13844	PF14559
PF06209	PF06209
PF00119	PF00137
PF00520	PF03520
PF11576	PF11576
PF17838	PF17838
PF00488	PF13589
PF03572	PF13180
PF00071	PF04129
PF00069	PF00071
PF01926	PF05285
PF00754	PF05089
PF00183	PF08565
PF00076	PF00105
PF17216	PF17216
PF10591	PF13202
PF01842	PF02826
PF08597	PF08597
PF00512	PF00512
PF07971	PF17678
PF01584	PF02518
PF00710	PF17763
PF01565	PF09129
PF14113	PF16695
PF02395	PF02395
PF00166	PF00481
PF01286	PF03834
PF04445	PF04445
PF16875	PF16875
PF18829	PF18829
PF00104	PF02155
PF18243	PF18243
PF00117	PF02142
PF04561	PF04998
PF00329	PF11432
PF00113	PF06862
PF02309	PF18791
PF00198	PF01749
PF16697	PF16697
PF12354	PF12799
PF00994	PF02464
PF07396	PF07396
PF01715	PF03147
PF02319	PF03234
PF12569	PF13432
PF02172	PF07988
PF10635	PF10635
PF00071	PF08207
PF01200	PF01655
PF16739	PF16739
PF03152	PF05020
PF12933	PF12934
PF00240	PF07686
PF00827	PF01282
PF18557	PF18557
PF00389	PF01842
PF00696	PF01202
PF00298	PF00542
PF03458	PF03458
PF04563	PF08208
PF01007	PF02214
PF00002	PF07361
PF12861	PF12861
PF08715	PF08715
PF01234	PF01234
PF07686	PF15036
PF00619	PF07686
PF04934	PF10232
PF03175	PF05435
PF16999	PF16999
PF00106	PF01490
PF01134	PF01715
PF00405	PF00593
PF00128	PF03714
PF01464	PF04151
PF00962	PF08451
PF04237	PF04237
PF00382	PF01176
PF16420	PF16420
PF03360	PF03360
PF08931	PF16774
PF13439	PF13692
PF00180	PF00637
PF00400	PF00888
PF02768	PF06144
PF02847	PF10597
PF00588	PF01423
PF02020	PF02854
PF00518	PF00870
PF11624	PF14586
PF00162	PF00162
PF18698	PF18698
PF00425	PF04715
PF00827	PF00832
PF07057	PF07057
PF01043	PF02810
PF00071	PF00071
PF04707	PF13416
PF00204	PF01214
PF04392	PF04392
PF00318	PF01479
PF00642	PF01793
PF01912	PF02826
PF01463	PF13855
PF00270	PF02854
PF00829	PF01245
PF03550	PF04052
PF00089	PF00280
PF01379	PF01379
PF04563	PF04567
PF04013	PF04013
PF00871	PF00871
PF00181	PF03948
PF04985	PF17482
PF00595	PF00621
PF02901	PF18512
PF04348	PF04348
PF00327	PF00347
PF00010	PF00412
PF00400	PF07524
PF08771	PF16978
PF00160	PF05669
PF00010	PF00439
PF03795	PF03795
PF00571	PF01909
PF00912	PF14814
PF00271	PF09382
PF00002	PF07686
PF00571	PF01209
PF13411	PF14526
PF02974	PF13583
PF00069	PF03501
PF00125	PF04563
PF02255	PF02302
PF01288	PF01288
PF00661	PF00661
PF01059	PF10249
PF01820	PF02873
PF00935	PF01092
PF02971	PF04961
PF03435	PF16653
PF00388	PF00788
PF00008	PF14670
PF00018	PF00620
PF12904	PF12904
PF01923	PF02962
PF18462	PF18462
PF01264	PF01761
PF01707	PF01707
PF01636	PF16657
PF03212	PF03212
PF00133	PF00458
PF00113	PF00113
PF14495	PF14495
PF00198	PF00632
PF01370	PF01370
PF01246	PF01777
PF06249	PF06249
PF07686	PF13424
PF01168	PF01168
PF00355	PF00866
PF00382	PF00562
PF00004	PF02178
PF00562	PF04552
PF18046	PF18046
PF00104	PF00104
PF13394	PF13394
PF06109	PF06109
PF00271	PF02889
PF07953	PF08470
PF02250	PF02250
PF00514	PF01353
PF01584	PF01627
PF02610	PF02610
PF03159	PF18332
PF00453	PF00468
PF05276	PF05276
PF03851	PF03851
PF02971	PF07837
PF03333	PF03333
PF08033	PF13774
PF00172	PF02569
PF07562	PF07562
PF09627	PF09627
PF01424	PF14804
PF00076	PF00313
PF01450	PF01450
PF01399	PF13012
PF09347	PF09347
PF03717	PF03793
PF17284	PF17284
PF11032	PF11032
PF03873	PF03873
PF00361	PF01010
PF00686	PF01373
PF02625	PF02625
PF00846	PF00846
PF01865	PF01865
PF02151	PF12344
PF10692	PF10692
PF04052	PF07676
PF00096	PF00097
PF00696	PF02774
PF17207	PF17207
PF09218	PF09218
PF00754	PF07732
PF03799	PF04977
PF08336	PF08336
PF00254	PF01346
PF01325	PF01325
PF03876	PF04997
PF02109	PF02516
PF04950	PF09202
PF16589	PF16589
PF02267	PF02267
PF01565	PF01565
PF00183	PF04968
PF18056	PF18637
PF04560	PF04563
PF00168	PF00387
PF00537	PF00537
PF02765	PF07404
PF15630	PF15630
PF03114	PF03114
PF00469	PF01602
PF00088	PF00088
PF01417	PF05008
PF12895	PF13181
PF01336	PF08661
PF00240	PF04424
PF03136	PF03136
PF01512	PF15880
PF16535	PF16535
PF01250	PF01765
PF00296	PF00296
PF00327	PF09784
PF00347	PF01159
PF14834	PF14834
PF00328	PF00328
PF01855	PF17147
PF00176	PF00439
PF01128	PF02670
PF00039	PF00039
PF00289	PF01000
PF00005	PF14396
PF01132	PF08207
PF02632	PF02632
PF08414	PF13499
PF00460	PF00669
PF00125	PF01214
PF00128	PF09081
PF00346	PF12838
PF00324	PF00535
PF00013	PF16544
PF00258	PF00753
PF11931	PF16837
PF00431	PF07645
PF03198	PF04893
PF00564	PF00787
PF16527	PF16527
PF00977	PF01502
PF18669	PF18669
PF01778	PF05997
PF14815	PF14815
PF00417	PF01668
PF09548	PF09548
PF04598	PF17708
PF08411	PF08411
PF00428	PF01247
PF01583	PF03144
PF10156	PF10232
PF04908	PF04908
PF12854	PF13812
PF16799	PF16799
PF00226	PF13591
PF07443	PF07443
PF17536	PF17536
PF00008	PF05686
PF14863	PF14863
PF03536	PF03536
PF09272	PF09272
PF04683	PF16550
PF00162	PF05983
PF15403	PF15403
PF00471	PF01250
PF00082	PF01483
PF02216	PF03494
PF00046	PF00069
PF00531	PF13416
PF00020	PF00531
PF01823	PF06101
PF02932	PF02932
PF00400	PF01912
PF02877	PF02877
PF00008	PF00431
PF00575	PF00773
PF00028	PF00028
PF00048	PF02250
PF00069	PF00786
PF05856	PF06017
PF00114	PF07963
PF01193	PF06870
PF01168	PF02403
PF00032	PF00355
PF00702	PF00702
PF01079	PF06766
PF09668	PF09668
PF00400	PF08083
PF00129	PF05963
PF00361	PF05821
PF02682	PF02682
PF15216	PF18447
PF03531	PF08644
PF00733	PF09147
PF17033	PF17130
PF01558	PF13484
PF06043	PF06043
PF01250	PF01632
PF00148	PF00148
PF06471	PF09401
PF07724	PF07728
PF00134	PF02234
PF02217	PF08784
PF05739	PF14938
PF00499	PF10200
PF00789	PF02933
PF05972	PF05972
PF01301	PF13363
PF17216	PF17849
PF00134	PF01111
PF02419	PF05151
PF01230	PF01992
PF05496	PF06068
PF01084	PF14943
PF13344	PF13344
PF00501	PF00975
PF00816	PF01340
PF02873	PF02873
PF09479	PF09479
PF01028	PF01028
PF18401	PF18403
PF06052	PF06052
PF10938	PF10938
PF00297	PF01246
PF01368	PF02272
PF00344	PF03911
PF07965	PF07974
PF18220	PF18220
PF06456	PF06456
PF11578	PF11578
PF18062	PF18062
PF00510	PF02297
PF08978	PF08978
PF02602	PF06969
PF10033	PF10033
PF02912	PF03147
PF02758	PF02758
PF00276	PF00572
PF00869	PF00972
PF02461	PF04896
PF00076	PF00782
PF00754	PF13088
PF03320	PF03320
PF01782	PF02527
PF04288	PF04288
PF01306	PF01306
PF11538	PF13513
PF01833	PF11498
PF06018	PF06018
PF00428	PF01907
PF10503	PF10503
PF10456	PF10456
PF00907	PF00907
PF17206	PF17206
PF13640	PF13640
PF00089	PF00299
PF02410	PF05347
PF03765	PF03765
PF00071	PF00786
PF00355	PF01568
PF00877	PF00877
PF00041	PF00061
PF00223	PF00223
PF11221	PF11221
PF04051	PF04051
PF07299	PF16571
PF04051	PF04628
PF05739	PF05835
PF06004	PF06004
PF00340	PF01023
PF01625	PF01641
PF00172	PF01053
PF02518	PF04968
PF00618	PF00618
PF03938	PF03938
PF00240	PF16516
PF00075	PF00692
PF00225	PF13833
PF10609	PF10609
PF01353	PF18279
PF04427	PF04935
PF00400	PF12110
PF02777	PF03719
PF00303	PF08271
PF00089	PF00243
PF00384	PF03892
PF08216	PF08216
PF10294	PF10294
PF00264	PF18132
PF00575	PF08271
PF03505	PF03505
PF00125	PF05843
PF03102	PF03102
PF08300	PF08300
PF00463	PF01992
PF04086	PF04086
PF01740	PF01740
PF00900	PF08071
PF09411	PF09411
PF04733	PF05008
PF07686	PF16187
PF08721	PF08722
PF00400	PF12781
PF00189	PF04774
PF15247	PF15247
PF02310	PF03308
PF00341	PF04692
PF00452	PF00931
PF08484	PF13489
PF00415	PF05207
PF00452	PF08945
PF00085	PF00554
PF01650	PF01650
PF02737	PF03405
PF02878	PF02879
PF00514	PF00857
PF00046	PF00104
PF08992	PF09100
PF00135	PF08674
PF00111	PF14859
PF00006	PF01992
PF00682	PF07836
PF00037	PF01558
PF02065	PF16874
PF00025	PF14779
PF02297	PF02297
PF00288	PF02896
PF16770	PF16771
PF04893	PF07247
PF13893	PF14580
PF13893	PF13893
PF01853	PF15275
PF01398	PF13519
PF14635	PF17674
PF09043	PF16554
PF03540	PF07524
PF01658	PF02374
PF00428	PF03946
PF00468	PF01016
PF00850	PF01214
PF09500	PF09500
PF10433	PF10433
PF02388	PF02388
PF01602	PF01602
PF00373	PF09380
PF00108	PF02803
PF03391	PF03688
PF08563	PF18521
PF00185	PF02748
PF04349	PF04349
PF11073	PF11073
PF10637	PF13661
PF09008	PF09251
PF05173	PF05173
PF00540	PF00552
PF00128	PF11941
PF11566	PF11566
PF00572	PF01247
PF00514	PF06389
PF17215	PF17216
PF07781	PF07781
PF07952	PF07952
PF00619	PF00653
PF13923	PF13923
PF18330	PF18330
PF00061	PF03494
PF07804	PF07804
PF00289	PF02735
PF00361	PF00420
PF00497	PF00497
PF00252	PF00252
PF00136	PF00136
PF00012	PF02518
PF16093	PF16093
PF02271	PF02271
PF00054	PF02210
PF04719	PF09247
PF00886	PF01245
PF01248	PF08572
PF00252	PF00572
PF00829	PF01649
PF01509	PF08068
PF00514	PF00604
PF00529	PF00529
PF00318	PF00447
PF01256	PF01256
PF00240	PF16739
PF00096	PF00389
PF00437	PF05157
PF00417	PF01084
PF00344	PF02096
PF01931	PF01931
PF03351	PF03712
PF00117	PF02540
PF02767	PF03796
PF05362	PF05362
PF05048	PF05048
PF07728	PF17867
PF00018	PF00612
PF00501	PF03621
PF03254	PF03254
PF00076	PF04062
PF17188	PF17188
PF00782	PF13416
PF00231	PF08542
PF02901	PF18671
PF11419	PF11419
PF00253	PF03501
PF01842	PF03447
PF12961	PF12961
PF01788	PF05969
PF00071	PF08217
PF01866	PF01866
PF05757	PF05757
PF12626	PF12627
PF01253	PF01873
PF00686	PF02806
PF15514	PF15514
PF02012	PF02012
PF07686	PF09291
PF00023	PF00023
PF06243	PF06243
PF00928	PF01749
PF00072	PF18801
PF07238	PF12945
PF00888	PF12861
PF02233	PF05222
PF03870	PF04992
PF06100	PF06100
PF00185	PF00185
PF00143	PF09294
PF03340	PF03340
PF03971	PF03971
PF14859	PF14859
PF00025	PF16893
PF01835	PF07703
PF18381	PF18381
PF00890	PF14537
PF02556	PF04052
PF01807	PF08275
PF03404	PF03404
PF01661	PF05409
PF00271	PF00575
PF01835	PF17791
PF02811	PF13263
PF01926	PF07650
PF00801	PF00801
PF06246	PF08083
PF01423	PF16842
PF01338	PF01338
PF00411	PF00575
PF00018	PF02181
PF07682	PF07682
PF02190	PF02190
PF18700	PF18700
PF02041	PF02041
PF03871	PF04998
PF00022	PF08265
PF00381	PF02255
PF11627	PF13513
PF00423	PF00979
PF04078	PF12842
PF10396	PF10396
PF00955	PF00955
PF03349	PF03349
PF06506	PF06506
PF00156	PF13793
PF01464	PF01464
PF00175	PF00258
PF00933	PF01915
PF00198	PF02817
PF02773	PF04321
PF00125	PF00240
PF12631	PF12631
PF00069	PF16919
PF00179	PF03810
PF11550	PF11550
PF02790	PF05392
PF00089	PF08702
PF02945	PF02945
PF07686	PF17789
PF12241	PF12242
PF08883	PF08883
PF08696	PF13086
PF08653	PF08654
PF00076	PF00638
PF00271	PF00867
PF05993	PF05993
PF02738	PF02738
PF00988	PF02786
PF00063	PF02205
PF04793	PF04793
PF00240	PF12252
PF03965	PF04857
PF00067	PF00550
PF01394	PF02752
PF00454	PF11865
PF00047	PF00084
PF01096	PF01423
PF13500	PF13500
PF00021	PF00087
PF03849	PF06331
PF00820	PF07686
PF08998	PF08998
PF00004	PF02359
PF01154	PF05327
PF07654	PF09199
PF02793	PF04901
PF18326	PF18326
PF00069	PF01064
PF02374	PF07994
PF03599	PF03599
PF00046	PF02178
PF02017	PF02017
PF07951	PF07952
PF00098	PF01909
PF01058	PF13460
PF00472	PF03462
PF16556	PF16556
PF02311	PF02311
PF02172	PF16676
PF02634	PF02634
PF13499	PF17958
PF02189	PF02762
PF07714	PF18038
PF01166	PF01166
PF08123	PF08123
PF11465	PF11465
PF01193	PF04983
PF00972	PF01728
PF00032	PF16639
PF01706	PF01706
PF00505	PF04719
PF03234	PF03234
PF01414	PF01414
PF04911	PF05933
PF12058	PF13545
PF03178	PF15663
PF00149	PF00595
PF13401	PF13401
PF03331	PF03331
PF02294	PF02294
PF00359	PF02378
PF04811	PF13774
PF00769	PF09379
PF00085	PF01625
PF08390	PF08390
PF13855	PF18573
PF00070	PF00515
PF00434	PF07686
PF01074	PF09261
PF00557	PF01321
PF00593	PF03544
PF03572	PF17804
PF00467	PF01193
PF00022	PF03915
PF00244	PF02541
PF16736	PF16736
PF00724	PF07992
PF00457	PF00553
PF00941	PF01799
PF17965	PF17966
PF07686	PF16681
PF02543	PF16861
PF02458	PF02458
PF01680	PF01680
PF07714	PF07714
PF03839	PF05637
PF00675	PF16187
PF01381	PF05015
PF00021	PF00021
PF01159	PF04427
PF13532	PF13532
PF04371	PF04371
PF18128	PF18128
PF02186	PF18121
PF00534	PF00862
PF14716	PF14791
PF00885	PF00926
PF00623	PF04565
PF02081	PF02081
PF01501	PF01501
PF15515	PF15515
PF00696	PF00742
PF02259	PF02260
PF17286	PF17286
PF03876	PF04563
PF00288	PF18376
PF03116	PF11973
PF02750	PF02750
PF01928	PF01928
PF17131	PF17131
PF00227	PF01399
PF06958	PF11429
PF01084	PF01327
PF01078	PF13654
PF00049	PF00878
PF00339	PF00397
PF00652	PF16499
PF00389	PF00400
PF17212	PF17212
PF14518	PF14518
PF03928	PF03928
PF01922	PF01922
PF00034	PF02178
PF05963	PF07654
PF07654	PF09291
PF04775	PF08840
PF08763	PF13833
PF00772	PF01807
PF02057	PF03489
PF00471	PF10147
PF14884	PF14884
PF08767	PF18784
PF00183	PF13589
PF01565	PF09265
PF03126	PF03126
PF00069	PF00390
PF04177	PF04177
PF00071	PF18777
PF00366	PF00886
PF18565	PF18565
PF01008	PF01409
PF00092	PF07965
PF14551	PF17207
PF01120	PF01120
PF01058	PF01370
PF00096	PF00515
PF01663	PF03134
PF12110	PF12110
PF01229	PF01229
PF01393	PF01393
PF00619	PF01547
PF06769	PF06769
PF00509	PF00979
PF11644	PF11644
PF00883	PF12404
PF04565	PF04998
PF05365	PF08997
PF01058	PF13187
PF00007	PF00219
PF00585	PF00585
PF00096	PF13465
PF17404	PF17405
PF00285	PF02866
PF00679	PF06421
PF00069	PF08515
PF12019	PF12019
PF00623	PF08203
PF00514	PF02924
PF00300	PF00300
PF07549	PF13721
PF18564	PF18564
PF00103	PF00103
PF00160	PF07690
PF00076	PF00271
PF00668	PF02801
PF12139	PF13187
PF00160	PF00240
PF18071	PF18254
PF18661	PF18661
PF00358	PF06500
PF04722	PF04722
PF00175	PF00970
PF00207	PF17972
PF06511	PF06511
PF03734	PF03734
PF10417	PF10417
PF03807	PF16896
PF01472	PF10672
PF06184	PF06184
PF14580	PF14580
PF05924	PF05972
PF01805	PF16958
PF00156	PF00156
PF05282	PF05282
PF00059	PF07654
PF02357	PF02357
PF18678	PF18678
PF05424	PF05424
PF01176	PF11987
PF00742	PF01842
PF15913	PF18212
PF00175	PF00175
PF03718	PF17433
PF08849	PF08849
PF14863	PF14864
PF00041	PF00307
PF01188	PF02746
PF01737	PF02533
PF07496	PF13589
PF03813	PF04147
PF03657	PF04427
PF06702	PF06702
PF00676	PF05193
PF03849	PF03850
PF03919	PF03919
PF01884	PF01884
PF01655	PF01981
PF13560	PF17765
PF00380	PF04427
PF04476	PF04476
PF02135	PF18521
PF00508	PF17105
PF00489	PF13855
PF02110	PF02581
PF05188	PF05192
PF02291	PF04494
PF07523	PF13306
PF03195	PF03195
PF00069	PF00268
PF00787	PF09325
PF01420	PF08684
PF01039	PF18140
PF07834	PF07834
PF00106	PF01598
PF01217	PF02780
PF00008	PF01826
PF11826	PF11826
PF00942	PF00942
PF11952	PF17846
PF02762	PF02762
PF00172	PF02671
PF04253	PF04253
PF04857	PF04857
PF00948	PF07686
PF00560	PF13855
PF03800	PF08286
PF09637	PF10280
PF02085	PF13187
PF08082	PF16131
PF06212	PF10200
PF07728	PF10431
PF00047	PF00341
PF00705	PF11799
PF00832	PF01280
PF00926	PF00926
PF10674	PF10674
PF02910	PF12139
PF05127	PF08351
PF10991	PF10991
PF00076	PF06398
PF00623	PF13656
PF17290	PF17290
PF09363	PF09363
PF00111	PF03450
PF13402	PF13402
PF00164	PF01765
PF02834	PF02834
PF09049	PF09050
PF04265	PF04265
PF00161	PF07686
PF10091	PF10091
PF18078	PF18078
PF00411	PF01015
PF01154	PF01796
PF01507	PF05669
PF01765	PF08271
PF00053	PF00058
PF04351	PF04351
PF01158	PF01423
PF04110	PF04120
PF00931	PF17908
PF14583	PF14583
PF00508	PF00519
PF00381	PF07475
PF04676	PF10597
PF00338	PF02991
PF01269	PF02005
PF03561	PF03561
PF05035	PF05035
PF18413	PF18413
PF00240	PF11605
PF00772	PF02768
PF07679	PF17136
PF00101	PF02788
PF00071	PF01180
PF01220	PF01817
PF01545	PF01545
PF00364	PF02626
PF00144	PF13969
PF00112	PF07686
PF00676	PF12573
PF12058	PF12058
PF00096	PF03514
PF08709	PF08709
PF02917	PF02917
PF06355	PF06355
PF01857	PF01858
PF00041	PF00758
PF00270	PF01158
PF10598	PF13921
PF04014	PF15714
PF02602	PF02602
PF09776	PF09812
PF02191	PF13855
PF01353	PF02861
PF00299	PF00545
PF00350	PF04799
PF00149	PF02985
PF00886	PF01649
PF00116	PF02790
PF00623	PF04567
PF17972	PF17973
PF02128	PF07504
PF00130	PF00433
PF10284	PF10285
PF13773	PF13773
PF00410	PF01249
PF03030	PF03030
PF00374	PF14720
PF04078	PF08271
PF09423	PF09423
PF02465	PF07196
PF13087	PF18141
PF04983	PF04997
PF03849	PF03849
PF00515	PF07719
PF00104	PF08832
PF04130	PF17681
PF00076	PF01398
PF02507	PF05479
PF00062	PF13637
PF07702	PF12143
PF10703	PF17409
PF00175	PF01558
PF00149	PF00365
PF08817	PF13416
PF00245	PF02556
PF00347	PF00347
PF00428	PF01223
PF00572	PF05046
PF00514	PF01729
PF09208	PF09208
PF12904	PF13204
PF00096	PF01728
PF00441	PF08028
PF00009	PF16004
PF18315	PF18315
PF04232	PF04232
PF09818	PF09818
PF00331	PF03426
PF00888	PF01466
PF09765	PF11793
PF00240	PF01398
PF04814	PF05247
PF02096	PF02355
PF00013	PF03726
PF16661	PF17214
PF00013	PF01138
PF09670	PF09670
PF02561	PF05247
PF07899	PF07899
PF02363	PF02363
PF00041	PF00560
PF11517	PF11517
PF16275	PF16275
PF00515	PF13414
PF10163	PF18519
PF11601	PF13499
PF16531	PF16531
PF01028	PF01131
PF04722	PF11935
PF00503	PF00503
PF01739	PF01739
PF00380	PF01247
PF08489	PF08489
PF14540	PF18576
PF08191	PF14580
PF07140	PF07140
PF13364	PF13364
PF01412	PF01842
PF04567	PF04983
PF00957	PF12352
PF00240	PF13920
PF05669	PF10156
PF00445	PF00445
PF02885	PF02885
PF00172	PF00319
PF17781	PF17781
PF00467	PF01247
PF01700	PF01700
PF00120	PF16952
PF02608	PF02608
PF09177	PF09177
PF00027	PF00562
PF00347	PF01198
PF08548	PF08548
PF00460	PF00771
PF00019	PF02351
PF04242	PF04242
PF16487	PF16487
PF02626	PF02785
PF00319	PF03540
PF05523	PF05523
PF01455	PF02769
PF13353	PF13353
PF01645	PF04898
PF00023	PF00076
PF01425	PF02934
PF00006	PF01991
PF16916	PF16916
PF17831	PF17831
PF08603	PF08603
PF17538	PF17538
PF01108	PF01108
PF04127	PF04127
PF03922	PF03922
PF17968	PF17968
PF01171	PF09179
PF00828	PF05046
PF16317	PF16317
PF06581	PF06581
PF00346	PF11497
PF17776	PF17779
PF00680	PF00680
PF00149	PF12697
PF13405	PF13833
PF08678	PF08678
PF11958	PF16871
PF00002	PF04901
PF03495	PF07737
PF00196	PF03472
PF13361	PF13361
PF00146	PF00507
PF12592	PF17868
PF05681	PF05683
PF00676	PF02780
PF08040	PF09781
PF03328	PF03328
PF00794	PF00794
PF00553	PF00553
PF02551	PF02551
PF04032	PF08228
PF00969	PF07654
PF00120	PF00120
PF00529	PF02321
PF00071	PF03878
PF00076	PF00097
PF00539	PF07686
PF00440	PF16925
PF01618	PF02472
PF00244	PF00515
PF01564	PF17284
PF02362	PF02362
PF00107	PF14765
PF00501	PF00550
PF01966	PF04607
PF00583	PF00788
PF01537	PF08205
PF02150	PF04561
PF14869	PF14869
PF13646	PF13646
PF02966	PF06424
PF05096	PF05096
PF05332	PF05332
PF09170	PF15490
PF04806	PF14604
PF17987	PF17987
PF01294	PF03947
PF00066	PF07686
PF00032	PF00033
PF02837	PF11721
PF12146	PF12146
PF05389	PF17871
PF00562	PF18339
PF00935	PF01198
PF00556	PF03967
PF08662	PF08662
PF14200	PF18021
PF00829	PF01668
PF07130	PF07130
PF01172	PF09377
PF01008	PF01423
PF13848	PF13848
PF09261	PF18438
PF00448	PF02978
PF02778	PF02778
PF02537	PF02537
PF00145	PF01426
PF18666	PF18666
PF00270	PF00982
PF06202	PF14699
PF12470	PF13416
PF02724	PF02724
PF00078	PF06817
PF00522	PF03167
PF02135	PF04487
PF02531	PF02605
PF00400	PF06326
